"subject" "activity" "BodyAccMean" "BodyAccStd" "BodyAccJerkMean" "BodyAccJerkStd" "BodyGyroMean" "BodyGyroStd" "BodyGyroJerkMean" "BodyGyroJerkStd" "GravityAccMean" "GravityAccStd"
4 "SITTING" -0.56765318368975 -0.92941691606 -0.596686276846125 -0.966785026975 -0.5968133099825 -0.9468303585 -0.42896650692064 -0.97504287296 0.0638378018542235 -0.944872374515
4 "STANDING" -0.555491137268281 -0.905673432479911 -0.5942099847511 -0.962274867477679 -0.576104433815179 -0.914523893415179 -0.426068835491643 -0.962878814892857 0.0351781648258929 -0.92022581984375
4 "WALKING" -0.227205085457188 -0.428499244020854 -0.246521979816667 -0.398320243712292 -0.349278072886604 -0.611216911770833 -0.323083429566333 -0.685625917266667 0.173464802191667 -0.86060923275
4 "WALKING_DOWNSTAIRS" -0.0751724412719444 -0.228550810182083 -0.153388238592583 -0.308781772555583 -0.270743543193056 -0.516815198233333 -0.278170175809333 -0.572236856742222 0.246299929396667 -0.72675865525
4 "WALKING_UPSTAIRS" -0.155263222062486 -0.222067551600457 -0.265205426242933 -0.474646483793269 -0.280488459410096 -0.478474738581731 -0.334100036207308 -0.696021216423077 0.160945903184615 -0.753375752091346
5 "LAYING" -0.586011160173077 -0.966084508317308 -0.599939468402933 -0.978143773894231 -0.596789443675986 -0.969541268509615 -0.436885446909615 -0.984813440461539 -0.057928360625 -0.966837205336538
5 "SITTING" -0.570495710947727 -0.933088635594886 -0.594746015745955 -0.967593501903409 -0.596629186182102 -0.948424685454546 -0.425732639087273 -0.96948349 0.06355137574375 -0.947257137164773
5 "STANDING" -0.550969757610558 -0.896338874685268 -0.586692472241719 -0.951789271294643 -0.571950729323371 -0.90612358390625 -0.417010055655357 -0.948406063035714 0.0385030769982143 -0.925111111607143
5 "WALKING" -0.134886118227908 -0.288645232071875 -0.200746121519129 -0.325511926817187 -0.247038172076205 -0.481070214888393 -0.234930161683571 -0.4063334236325 0.179080559101786 -0.820673348392857
5 "WALKING_DOWNSTAIRS" 0.0443154915542553 0.0372721689659574 -0.0619251475062234 -0.126498967429468 -0.167223828165878 -0.407958564914628 -0.21436744575 -0.379549417255745 0.282177041346048 -0.646156179095745
5 "WALKING_UPSTAIRS" -0.0679137479118883 -0.086178229099734 -0.192171605055027 -0.334445017268085 -0.197917394270213 -0.403727790523936 -0.259468222159362 -0.469938942919149 0.172807982879681 -0.72806191312234
6 "LAYING" -0.565851553528947 -0.921598685548904 -0.582807075214342 -0.953682544495614 -0.573132312567105 -0.942803911403509 -0.426959376726175 -0.953296231122807 -0.0657818015912281 -0.918091312807018
6 "SITTING" -0.571581032597955 -0.941832592090909 -0.587709780565295 -0.956142250977273 -0.590305142308182 -0.943452875818182 -0.417716449470982 -0.953126093527273 0.0304835589223636 -0.959199213
6 "STANDING" -0.573902959091886 -0.94255022372807 -0.591834285674671 -0.962166981644737 -0.586836122050658 -0.940830330921053 -0.423129988971228 -0.955245733473684 -0.0540538903530702 -0.95903437
6 "WALKING" -0.0946799879413816 -0.264883621253443 -0.121523513927851 -0.204681271919956 -0.17644606856864 -0.424581948675439 -0.173174150375789 -0.307692570143158 0.152430192964912 -0.791491914429825
6 "WALKING_DOWNSTAIRS" 0.158811114607995 0.152810041382578 0.0553230081415104 0.0637682086645625 0.00531536531580729 -0.195557237777604 -0.07106382992375 -0.043585014417875 0.261290008811146 -0.612187680260417
6 "WALKING_UPSTAIRS" -0.0507230533676225 -0.092946838038799 -0.152615624440441 -0.238213335653995 -0.114137092113211 -0.294200774282353 -0.194156938245686 -0.34801795517898 0.143054458437304 -0.714411836152451
7 "LAYING" -0.573778030343269 -0.930094468739904 -0.595231967994639 -0.974280432067308 -0.588199563100505 -0.944875145841346 -0.433230181336538 -0.975960202269231 -0.0345560432211538 -0.934678329225962
7 "SITTING" -0.56108161475151 -0.903640185921875 -0.596592435856458 -0.974143988489583 -0.591998064540156 -0.929710243932292 -0.427843358335 -0.977505752125 0.030441952196875 -0.913269713276042
7 "STANDING" -0.572135071567217 -0.937833710683962 -0.597652566421533 -0.97150572615566 -0.594556660031816 -0.941607757476415 -0.427404196130189 -0.972999058830189 -0.0383150980943396 -0.956707918537736
7 "WALKING" -0.05895590411125 -0.140946900712741 -0.0946535007758114 -0.149901674859386 -0.169159635883136 -0.373793511696272 -0.134672949576582 -0.204722634497193 0.128703375155706 -0.774992476350877
7 "WALKING_DOWNSTAIRS" 0.0206688033587766 -0.0146308982095213 -0.0855545429093883 -0.142907440866622 -0.166920373927367 -0.379706459196809 -0.17303826988766 -0.376754993534894 0.166423987435638 -0.657941774360798
7 "WALKING_UPSTAIRS" -0.191821354601716 -0.282819705669608 -0.301923558940196 -0.513081394877451 -0.266884330455221 -0.436329238740196 -0.308326959786667 -0.670151922980392 -0.00596963292598039 -0.772254456470588
8 "LAYING" -0.572429034645741 -0.930430086502315 -0.593974848147963 -0.970804649560185 -0.587144259858102 -0.955365711319444 -0.43233459610037 -0.974506824888889 -0.00787117398148148 -0.932987455546296
8 "SITTING" -0.578576934268478 -0.942944072722826 -0.60672152122937 -0.983423062445652 -0.612215206342391 -0.967349634429348 -0.43133873166087 -0.988057252608696 0.0960761190706522 -0.942409803923913
8 "STANDING" -0.579680771254167 -0.946791988781019 -0.60282572777463 -0.982597645138889 -0.602685996844676 -0.967763414166667 -0.433082957620741 -0.984129084037037 -0.0461231285664815 -0.950518857555556
8 "WALKING" -0.00797606695388021 -0.0572647182283854 -0.0900149079540885 -0.153619502773437 -0.10254455107974 -0.202611253029948 -0.206359683772917 -0.4293565737125 0.140473736045432 -0.76714523580625
8 "WALKING_DOWNSTAIRS" 0.164699861451316 0.0880635837115132 0.141216352234539 0.159356144862829 0.00686983711072368 -0.160378331251974 -0.0853168755195789 -0.189682865751053 0.190298657963684 -0.663299910361842
8 "WALKING_UPSTAIRS" 0.0162936586231707 -0.00929457564908537 -0.107253701463049 -0.259964641251219 -0.041820895439939 -0.0729858125621951 -0.220141776337073 -0.465964269317073 0.124436723909146 -0.740268635262195
9 "LAYING" -0.56918810401275 -0.92902232899425 -0.58867621481255 -0.961546410025 -0.590210371287 -0.933453283225 -0.4217358115736 -0.95793349348 -0.16810060675 -0.94453676029
9 "SITTING" -0.5510558217375 -0.8799773644955 -0.590052134026875 -0.959312849425 -0.5838697373384 -0.92850868935 -0.4268510932932 -0.9675113544 0.01670001731255 -0.912835730705
9 "STANDING" -0.572838354803056 -0.942538684 -0.593682791428583 -0.967983310666667 -0.581818840927472 -0.929845002194444 -0.426541529360889 -0.964785311111111 0.00372997391483333 -0.957506833388889
9 "WALKING" -0.133810872405349 -0.23339049442101 -0.188288578397861 -0.293824056038437 -0.237613798989423 -0.450262951057692 -0.258545005649538 -0.5516570855 0.176623183761894 -0.821791790576923
9 "WALKING_DOWNSTAIRS" 0.0461110832180149 0.0366664305584524 -0.0893664300404762 -0.164106130883631 -0.181349635638393 -0.363473074321607 -0.230872116729048 -0.463305129666667 0.241699372953988 -0.624992236384881
9 "WALKING_UPSTAIRS" -0.20604746785939 -0.342346851485714 -0.300964561131735 -0.511815224744898 -0.226892125410561 -0.330613411165 -0.305876301383837 -0.712514271306122 0.0845288867602041 -0.787498498673469
10 "LAYING" -0.582086173010776 -0.954103369659483 -0.595970081849203 -0.972467106551724 -0.593171423714526 -0.955222918211207 -0.426014041649655 -0.967375345655172 -0.395067715603448 -0.956145098711207
10 "SITTING" -0.583095009178264 -0.951386426900463 -0.606102416956574 -0.985892871736111 -0.611670064430556 -0.974365933125 -0.433823473019111 -0.991655252518518 -0.00189905090277778 -0.953846618148148
10 "STANDING" -0.573463207806818 -0.9455572440625 -0.588346394495227 -0.959890398948864 -0.589429421058693 -0.941932592528409 -0.427516226182727 -0.965065764318182 -0.00161047112556818 -0.965878601193182
10 "WALKING" -0.0676139967268868 -0.240577341359434 -0.0724476132235354 -0.123767765015425 -0.159165436597979 -0.334668401981132 -0.238237065380755 -0.444706051886792 0.201697790142925 -0.772253750573585
10 "WALKING_DOWNSTAIRS" 0.0871863639723684 0.0255646077139803 0.0176011705942105 -0.0554525149351645 -0.117880298449704 -0.269095130190132 -0.214281262625789 -0.430973756394737 0.291976663619737 -0.655339614039474
10 "WALKING_UPSTAIRS" -0.0673323914296809 -0.1339768564585 -0.167091530381915 -0.330775945767926 -0.109101282658245 -0.180161442798989 -0.270999106407447 -0.560745623659574 0.21784611007509 -0.743134702074872
11 "LAYING" -0.591156338877632 -0.975974310263158 -0.600867849270022 -0.979461510219298 -0.593574328795351 -0.970126039736842 -0.437370495842105 -0.985433114280702 -0.0149537700526316 -0.981853904473684
11 "SITTING" -0.581880762879245 -0.954624254669811 -0.599973036812618 -0.976465412759434 -0.610404345283019 -0.971508024103774 -0.43228764061434 -0.986387255433962 0.0780602590622641 -0.96352633759434
11 "STANDING" -0.595682539406915 -0.981547916515957 -0.606291910403777 -0.987992800292553 -0.617555817452128 -0.983408720398936 -0.435600209723404 -0.991556377702128 -0.0185683954787234 -0.986328962340426
11 "WALKING" -0.211718001840339 -0.391409487545127 -0.262841981343644 -0.440357932562076 -0.320875911563147 -0.532953341779661 -0.312030516531186 -0.671587115288136 0.145038081063559 -0.848982541779661
11 "WALKING_DOWNSTAIRS" 0.00769423817144022 -0.042443612823913 -0.128925689396196 -0.247289448742935 -0.233545736784511 -0.398115039619565 -0.275811810818261 -0.618301535478261 0.250005951515761 -0.688962127273913
11 "WALKING_UPSTAIRS" -0.187966122907639 -0.201487515933565 -0.329212768440232 -0.546250723263889 -0.325968528146991 -0.454837061433102 -0.347177017477593 -0.774123983962963 0.140772088518519 -0.768587314490741
12 "LAYING" -0.577484807514333 -0.948203623854167 -0.5928257375184 -0.967127068770833 -0.585530378976875 -0.953405533104167 -0.428603207416333 -0.965395226733333 -0.062093676975 -0.951760361083333
12 "SITTING" -0.579033870854093 -0.949365826421569 -0.597208293111225 -0.973910075637255 -0.604144908473039 -0.958981963480392 -0.428658059392941 -0.978266726980392 0.0364168312019608 -0.963142837843137
12 "STANDING" -0.573515313398566 -0.940091542555328 -0.593675721036557 -0.967383169508197 -0.575919907244877 -0.906880603647541 -0.423845252630164 -0.965026685967213 -0.0606364363957377 -0.957640967336066
12 "WALKING" -0.080612414545 -0.26619078612725 -0.102223802515075 -0.16325367519675 -0.253068471184425 -0.46413043048 -0.24749911366492 -0.5133129184 0.168150306668 -0.782745347455
12 "WALKING_DOWNSTAIRS" 0.0115132281461237 -0.0877429540521739 -0.0534069283363859 -0.110879284401087 -0.179533334038315 -0.413756180888424 -0.210753436882174 -0.420109965965217 0.183342171429348 -0.685235241557609
12 "WALKING_UPSTAIRS" -0.178818360664423 -0.292437418005529 -0.260645902106971 -0.442944735391827 -0.299024908940865 -0.491227851229087 -0.306745199544615 -0.672828874884615 0.0949482403413461 -0.781384965384615
13 "LAYING" -0.584370685084073 -0.953485444072581 -0.603444235997077 -0.982362003669355 -0.599725798472153 -0.962025956310484 -0.434416818939677 -0.979594595483871 0.0344789895927419 -0.960415247822581
13 "SITTING" -0.581172490196173 -0.950110874318878 -0.611097058849329 -0.988756838035714 -0.612737202160995 -0.97438187252551 -0.433579348534286 -0.991128026 0.0363582717704082 -0.950411868214286
13 "STANDING" -0.590191699227193 -0.968748985328947 -0.604569838215156 -0.983777786776316 -0.60489677904443 -0.961918782763158 -0.430833674668421 -0.979457963754386 -0.0803244385087719 -0.978065114692982
13 "WALKING" -0.0888407109099561 -0.210943990389035 -0.108993176245987 -0.164448770890592 -0.153833420650307 -0.35903905464693 -0.166869890765965 -0.317548556087719 0.0900633854780702 -0.793657183201754
13 "WALKING_DOWNSTAIRS" -0.00729194122609043 -0.10986756958625 -0.0857569464836037 -0.158456265514024 -0.126219674459761 -0.338102258558777 -0.15456315648383 -0.341915155953191 0.1514437607775 -0.697690064757979
13 "WALKING_UPSTAIRS" -0.151860163405023 -0.185087042622886 -0.293180466297045 -0.49210892815 -0.246260356901136 -0.405324081013636 -0.293201150243273 -0.648440345890909 0.0453922848733636 -0.776276797363636
14 "LAYING" -0.55781595842598 -0.894372428946078 -0.599130731835858 -0.969951310294118 -0.583902348633284 -0.940087178406863 -0.428281617983486 -0.969141033843137 0.0676244889068627 -0.892202194117647
14 "SITTING" -0.570891477415509 -0.934284371875 -0.601690645590458 -0.975024964953704 -0.604252177023148 -0.96065137212963 -0.432654638827037 -0.986808774111111 -0.034052408399537 -0.947628657712963
14 "STANDING" -0.573618955737167 -0.939756213020833 -0.597868579261648 -0.972164184166667 -0.593216920831146 -0.947176735416667 -0.4281361441493 -0.969636634533333 -0.158251099541667 -0.953819927458333
14 "WALKING" -0.143495400352119 -0.198788133671822 -0.24471686078947 -0.441501843008475 -0.177641789465551 -0.241905591841186 -0.260873516508566 -0.573493255457627 -0.00856020040254237 -0.81014885440678
14 "WALKING_DOWNSTAIRS" 0.188936299705111 0.273831094018472 0.0512737512730556 0.0405913661299167 0.0279984864461389 -0.0442192209369444 -0.154829050820711 -0.272305558421333 0.0862558949944444 -0.572746032177778
14 "WALKING_UPSTAIRS" 0.00980060071405093 0.147751353066898 -0.187757655485417 -0.369203568361343 0.0253409060415509 0.228461469603241 -0.20398759301963 -0.485738150507407 0.00264881027222222 -0.682743639949537
15 "LAYING" -0.580633648079497 -0.95170721546875 -0.599474958029444 -0.976893522447917 -0.591835079418576 -0.950100641284722 -0.433050189196111 -0.976163054166667 -0.0662526133819445 -0.960392600069444
15 "SITTING" -0.581208950426695 -0.948781947521186 -0.606855997810496 -0.984742143347458 -0.610754476556568 -0.972838926525424 -0.433951294334203 -0.990072708881356 0.0363398476883898 -0.954283465
15 "STANDING" -0.582804865924764 -0.954947181179245 -0.602703895204818 -0.980272874080189 -0.601685840696816 -0.954551976886792 -0.433016620486038 -0.980535476188679 -0.0239485731603774 -0.965382662216981
15 "WALKING" -0.134192054968171 -0.284898380832917 -0.202150832134076 -0.36739137853206 -0.251955713888148 -0.42644539399537 -0.274615052122889 -0.573927126777778 0.151706782902778 -0.807847719722222
15 "WALKING_DOWNSTAIRS" 0.119832205516935 0.13078264486369 -0.0141247101261012 -0.0380289209621131 -0.176073753330506 -0.329057729824405 -0.241315768719048 -0.516519937809524 0.291042877899821 -0.612324168452381
15 "WALKING_UPSTAIRS" -0.0947362695676042 -0.147400901885781 -0.225522063652083 -0.409114996201693 -0.248994228327526 -0.378055909257031 -0.330562325631667 -0.697710888583333 0.170948186395 -0.734595478331979
16 "LAYING" -0.587247208698107 -0.958658470517857 -0.605575827379563 -0.98748969725 -0.611647302632143 -0.972738840035714 -0.434839390460286 -0.989123603942857 -0.073665232775 -0.963907752857143
16 "SITTING" -0.580861191215036 -0.954139879561594 -0.606693468393424 -0.985139539818841 -0.603130727006341 -0.95964238576087 -0.436280450011015 -0.98886739915942 -0.00418558416231884 -0.958761561963768
16 "STANDING" -0.588316608376442 -0.964140913173077 -0.606788284276236 -0.987392264679487 -0.61252935852484 -0.974925575192308 -0.436212018442051 -0.990774503 -0.0632463121089744 -0.970692362724359
16 "WALKING" -0.185386657990711 -0.360870601708333 -0.246139689519853 -0.425001648553922 -0.35080336098098 -0.588421527916667 -0.319965564757647 -0.685585509490196 0.0957596975931373 -0.847362739803922
16 "WALKING_DOWNSTAIRS" 0.039621107142367 0.019615857213883 -0.110148692525399 -0.20097280089117 -0.260087013573404 -0.485762202920213 -0.280489237438979 -0.595406659489362 0.206258114146862 -0.67616952856383
16 "WALKING_UPSTAIRS" -0.195749356006275 -0.259292668985784 -0.300881589558578 -0.516056033210784 -0.323777273603922 -0.495872214776961 -0.346296903606902 -0.764338362470588 0.0333079126470588 -0.781128913235294
17 "LAYING" -0.582819200776021 -0.954234720704225 -0.601940669945018 -0.980807232042254 -0.607252987995606 -0.971139492306338 -0.43340930411831 -0.983234248169014 0.0573237683098592 -0.956988115598592
17 "SITTING" -0.591942052026172 -0.971233016308594 -0.609601732401094 -0.991327526796875 -0.616604694248633 -0.982677168027344 -0.435598160121938 -0.994430071 -0.0416205384003906 -0.96964813953125
17 "STANDING" -0.594354382170817 -0.975678783301282 -0.609155964946234 -0.990279216538462 -0.616553213885128 -0.982430005608974 -0.43655421804359 -0.991966725051282 -0.133283002233974 -0.976527728461538
17 "WALKING" -0.155665072211762 -0.281589560922152 -0.207929248345697 -0.300627019984016 -0.270975854011885 -0.480182808954918 -0.259828877558689 -0.51520329904918 0.101691887122951 -0.842084417336066
17 "WALKING_DOWNSTAIRS" -0.0095025085167663 -0.0183922752841576 -0.17223389324981 -0.291349791916304 -0.231557152781739 -0.435409061465761 -0.26437336354687 -0.575487180130435 0.191432159492717 -0.676573252153804
17 "WALKING_UPSTAIRS" -0.08898219467 -0.111531089020651 -0.246580025829948 -0.432605395924479 -0.253795983532755 -0.430600628810677 -0.3025658986665 -0.659964153125 0.0645997801604167 -0.724617853117708
18 "LAYING" -0.597792817007692 -0.986344171615385 -0.606596238710635 -0.988121161365385 -0.617909255777308 -0.985896721442308 -0.436673834326154 -0.992818239538461 0.0295484926923077 -0.988557825576923
18 "SITTING" -0.596079924487939 -0.98203487875 -0.60727217014916 -0.989482453837719 -0.617866638603728 -0.98549298379386 -0.435433910072982 -0.994209042631579 0.0544765529166667 -0.98450368
18 "STANDING" -0.590432114000856 -0.969573093561644 -0.604749908245026 -0.985275650924658 -0.609142269432363 -0.968787438972603 -0.434051962547945 -0.987261817150685 -0.0694543217739726 -0.980983963493151
18 "WALKING" -0.20816002637154 -0.3928090501875 -0.256930987134821 -0.443999717879464 -0.355795917572567 -0.591738572879464 -0.307473201401 -0.686463900357143 0.0801771858080357 -0.847788213928571
18 "WALKING_DOWNSTAIRS" -0.191535538227773 -0.315910637379545 -0.285598907790682 -0.476741813922727 -0.323259741134295 -0.538862958759091 -0.327505396665091 -0.708514107094545 0.0908931764818182 -0.76124077235
18 "WALKING_UPSTAIRS" -0.242055564582754 -0.315564896407328 -0.371173857107112 -0.625602524698276 -0.347331361050431 -0.51329088174569 -0.363968407212138 -0.800989815586207 0.0453628625732759 -0.795869245560345
19 "LAYING" -0.590545203056777 -0.971506340421687 -0.602859567918271 -0.982038903177711 -0.607117833946754 -0.968846149578313 -0.43197972044947 -0.981449022939759 -0.0582583716566265 -0.974491320331325
19 "SITTING" -0.585332443315411 -0.956750800530822 -0.603646922876856 -0.984829622157534 -0.600146721973921 -0.964999840684931 -0.435752211290411 -0.986497817424658 0.117191893184932 -0.962868860479452
19 "STANDING" -0.585559849403596 -0.961982345359589 -0.601762623885786 -0.980915577363014 -0.600691582050479 -0.953485243681507 -0.432810775389123 -0.982395056191781 -0.0274284839965753 -0.971312384178082
19 "WALKING" 0.0329894206483413 -0.0762383471161779 0.0201692693846671 -0.00329748100788462 0.012779795383726 -0.108769986971803 -0.1202800334 -0.206521290752308 0.171714730841346 -0.739273327745529
19 "WALKING_DOWNSTAIRS" 0.310971188328529 0.336932903823718 0.226046715990385 0.29683866035359 0.180045109713462 0.0633316293535256 -0.0126167284548718 0.0188023700893846 0.296345067251474 -0.575874439698718
19 "WALKING_UPSTAIRS" -0.033285979248125 -0.114517367472031 -0.0987309714703438 -0.261041343279375 -0.116548322193125 -0.270752832069375 -0.207952835835 -0.4405207127825 0.0596750236931875 -0.70803583631875
20 "LAYING" -0.58756183215864 -0.959770380466912 -0.602633941185307 -0.982045322408088 -0.606660433075184 -0.973678888143382 -0.433430351138235 -0.984111925676471 -0.0226795700330882 -0.955175172279412
20 "SITTING" -0.577337220155057 -0.946522933920455 -0.599360737786269 -0.976179307291667 -0.601959983844697 -0.956575881496212 -0.428485830159697 -0.977428766121212 0.0491835389776515 -0.956607890742424
20 "STANDING" -0.559267572369658 -0.917301784708904 -0.582861266101825 -0.949511985941781 -0.560348554175514 -0.887181551815069 -0.414923221078904 -0.934300334821918 -0.0615620732603767 -0.948122270958904
20 "WALKING" 0.0196958183520196 -0.0696520783480392 -0.0307225863214216 -0.0672875977436765 -0.0209076621373284 -0.122879551675 -0.10992055436949 -0.185933155101961 0.13994833978198 -0.760777870382353
20 "WALKING_DOWNSTAIRS" 0.107174687373 0.145336863098 -0.0407371433125806 -0.0451536831039722 0.00696169351377778 -0.0961613021143889 -0.148874127232 -0.227594901540889 0.208974835322222 -0.649023100083333
20 "WALKING_UPSTAIRS" -0.0727111933657843 -0.112248688554902 -0.183250209957475 -0.306915184776471 -0.0917845323458333 -0.192971746498505 -0.208318240354078 -0.415436200796863 0.0439520659844118 -0.739583295098039
21 "LAYING" -0.580849141521861 -0.949172000930556 -0.602374934345208 -0.980212187027778 -0.609630006375 -0.964253448208333 -0.432017686493556 -0.983988659955556 0.0653244867666667 -0.956060242638889
21 "SITTING" -0.591001748242206 -0.972626697352941 -0.604503236461145 -0.985624862279412 -0.610802683866773 -0.978553645779412 -0.434645145635939 -0.989702916964706 -0.01748989165 -0.977428128205882
21 "STANDING" -0.582442056384593 -0.957125454831461 -0.597411320452858 -0.973463877359551 -0.598695467693441 -0.956616764648876 -0.430086978175483 -0.97559399105618 -0.157850551207865 -0.969024496320225
21 "WALKING" -0.0947471914683654 -0.20329327707863 -0.117557496761779 -0.155385729252772 -0.200318232602115 -0.419915007524038 -0.225417786976154 -0.4192767467 0.0367841574567308 -0.802092504052885
21 "WALKING_DOWNSTAIRS" 0.110016334629139 0.149644993328611 -0.0316906641406111 -0.07723290784 -0.183332009796944 -0.415941615305556 -0.233743735984 -0.500242109466667 0.143477840417778 -0.633072327905556
21 "WALKING_UPSTAIRS" -0.105200475825 -0.173820678781915 -0.227477473035106 -0.424822628231383 -0.224032823954521 -0.359143733479043 -0.274269164999787 -0.618172903446809 -0.0104781909792553 -0.773406449361702
22 "LAYING" -0.567927432748993 -0.928251998756944 -0.594250364928385 -0.965679919513889 -0.587713400359549 -0.944368817916667 -0.433288187893556 -0.975640757583333 0.0127249015972222 -0.937362834476042
22 "SITTING" -0.574315333870565 -0.936273471815585 -0.600046992567319 -0.974540784939516 -0.601723483999395 -0.953016568870968 -0.431192236072581 -0.979662571129032 0.105310987790323 -0.944630459468548
22 "STANDING" -0.576532389777639 -0.947871083809524 -0.595074989404048 -0.968018487261905 -0.592112270951389 -0.93622631140873 -0.427580094519683 -0.969160122095238 -0.0486949098825397 -0.965666139444444
22 "WALKING" -0.000778464788649457 -0.111249676971739 0.00413743474567935 0.0132896864014348 -0.174512219946739 -0.365048613195652 -0.247619105715217 -0.418464320830435 0.19301784775913 -0.762505605782609
22 "WALKING_DOWNSTAIRS" 0.0927610801323924 0.0656892396047917 -0.0307302927100694 -0.13072339470559 -0.176589225008681 -0.363255913160417 -0.243385559763667 -0.515800208633333 0.267975870041667 -0.665098308076528
22 "WALKING_UPSTAIRS" 0.00935468133107143 -0.00293765983491071 -0.072331787929494 -0.184904618815089 -0.180923927014107 -0.3024628163625 -0.298029253719571 -0.600431189523809 0.166778045539702 -0.738541292339286
23 "LAYING" -0.589025643743056 -0.965200470225694 -0.604689810763385 -0.987024984236111 -0.606669458216285 -0.970524782204861 -0.433574678680833 -0.984452914333333 0.000673183263888885 -0.9663489434375
23 "SITTING" -0.57694847205625 -0.936928872147059 -0.600773892101645 -0.978486650514706 -0.605063674214522 -0.956381185404412 -0.431195972184118 -0.982733651470588 0.0442976720319853 -0.948592753014706
23 "STANDING" -0.582159160575386 -0.956340358382353 -0.600028186751401 -0.977469166213235 -0.595940330361691 -0.944112162720588 -0.428729242557353 -0.975234359705882 -0.0945969204450735 -0.967074656433824
23 "WALKING" -0.0397629304866525 -0.162759555743453 -0.0595668061224788 -0.0892603508158898 -0.0229342196841949 -0.111115185243432 -0.00832688835891525 0.0191055087381695 0.129601984620763 -0.771688076820678
